q-Value [nm^-1], Intensity [nm^-1]
0.7943282347242815, 0.48807695184621475
0.8128305161640993, 0.48527859419105335
0.831763771102671, 0.48232448190034694
0.8511380382023764, 0.47928281117387433
0.8709635899560807, 0.4758628648490423
0.8912509381337456, 0.47236325774086524
0.9120108393559098, 0.46857500660773893
0.933254300796991, 0.46454412322761973
0.954992586021436, 0.46033008534993175
0.9772372209558107, 0.45571151726776726
1.0, 0.4509853689149167
1.023292992280754, 0.4457220526913183
1.0471285480508996, 0.4403361380835524
1.0715193052376064, 0.43442513738110144
1.096478196143185, 0.4283218843431596
1.1220184543019633, 0.42166814763722216
1.1481536214968828, 0.41479259423000975
1.1748975549395295, 0.40730331712603696
1.202264434617413, 0.3995654148169609
1.2302687708123816, 0.39119627355824615
1.2589254117941673, 0.3824845574876917
1.288249551693134, 0.3732359492470972
1.318256738556407, 0.3634952163255397
1.3489628825916535, 0.35334535600333206
1.3803842646028848, 0.34255174421163254
1.4125375446227544, 0.3313506905423939
1.4454397707459274, 0.31966171032657864
1.4791083881682074, 0.30744130646735
1.5135612484362082, 0.2948101415453258
1.5488166189124815, 0.2817514476327582
1.5848931924611136, 0.26827089849648655
1.62181009735893, 0.25446380411793257
1.6595869074375607, 0.24035438165638182
1.6982436524617444, 0.22599236286378435
1.7378008287493754, 0.2115080873714164
1.7782794100389228, 0.1969359374886343
1.8197008586099834, 0.18234891219433608
1.8620871366628675, 0.16783195560329958
1.9054607179632472, 0.15347949599726907
1.9498445997580451, 0.13939478188453913
1.9952623149688795, 0.12576019055932872
2.041737944669529, 0.1125822241406287
2.0892961308540396, 0.09994893418059539
2.137962089502232, 0.08794203839357317
2.1877616239495525, 0.07663425356864272
2.2387211385683394, 0.06608722681935954
2.290867652767773, 0.05635006291754167
2.344228815319922, 0.047458361325862244
2.3988329190194904, 0.03943367134215258
2.4547089156850306, 0.03236046501369753
2.51188643150958, 0.02618210668622785
2.5703957827688635, 0.020853562675162057
2.6302679918953817, 0.016339065068916237
2.6915348039269156, 0.012593990285640757
2.7542287033381663, 0.00960673082297977
2.8183829312644537, 0.00735490406951761
2.884031503126606, 0.005687770722314722
2.9512092266663856, 0.004547875071018508
3.019951720402016, 0.0039410872866461515
3.0902954325135905, 0.00369983715726606
3.1622776601683795, 0.003787689992659345
3.2359365692962827, 0.004117108442339213
3.311311214825911, 0.004607153156580997
3.3884415613920256, 0.005188216839089355
3.4673685045253166, 0.005785966716896495
3.548133892335755, 0.006343125829641739
3.630780547701014, 0.006791168847300997
3.715352290971725, 0.007099090549327268
3.8018939632056115, 0.00723500877578722
3.890451449942806, 0.007166440332833805
3.9810717055349722, 0.006902392292228367
4.073802778041127, 0.006456443937891479
4.168693834703354, 0.0058536405367626086
4.265795188015927, 0.005131317201566882
4.36515832240166, 0.004336058464136826
4.466835921509632, 0.00351930761464808
4.570881896148751, 0.0027321056472956653
4.677351412871983, 0.002020102205045858
4.786300923226384, 0.0014198850408815322
4.897788193684462, 0.000956650730226747
5.011872336272722, 0.0006495946682302173
5.1286138399136485, 0.0004906592479065623
5.248074602497725, 0.00046229226489665875
5.370317963702527, 0.00054387247081004
5.495408738576246, 0.0006940587907105651
5.623413251903491, 0.000874971520387964
5.7543993733715695, 0.001045732401138893
5.88843655355589, 0.001169902634332903
6.025595860743578, 0.0012228096150963728
6.165950018614822, 0.0011932418080332734
6.309573444801933, 0.0010835394842502962
6.456542290346556, 0.0009104031044203536
6.606934480075959, 0.0007019796398643032
6.760829753919817, 0.0004918904069416936
6.918309709189364, 0.00031203025526422044
7.079457843841379, 0.00018608051487555417
7.244359600749901, 0.00012555029329968737
7.413102413009175, 0.00012949938839272303
7.5857757502918375, 0.00018125988443438052
7.762471166286917, 0.0002557201807630228
7.943282347242816, 0.0003247168335688632
8.128305161640993, 0.00036339242118426437
8.31763771102671, 0.00035848782543582613
8.511380382023766, 0.00031019915785105524
8.709635899560805, 0.0002324737545196049
8.912509381337454, 0.00014833860823802202
9.120108393559097, 8.15841784583689e-5
9.33254300796991, 4.828579441909078e-5
9.549925860214358, 5.165505768421263e-5
9.772372209558107, 8.132382562027728e-5
10.0, 0.00010686762819478358
