q-Value [nm^-1], Intensity [nm^-1]
0.1, 0.5348349752351185
0.10232929922807542, 0.5348065890245945
0.10471285480508996, 0.534777541614288
0.10715193052376065, 0.5347478176028775
0.1096478196143185, 0.5347174012302985
0.11220184543019636, 0.5346857475415723
0.1148153621496883, 0.5346504289675016
0.11748975549395294, 0.5346142877181577
0.12022644346174127, 0.5345773046309719
0.12302687708123815, 0.5345384845168586
0.12589254117941673, 0.5344946973988705
0.1288249551693134, 0.534449890347881
0.1318256738556407, 0.534404039606599
0.13489628825916536, 0.5343571208643539
0.1380384264602885, 0.534309109244208
0.14125375446227545, 0.5342599792897648
0.14454397707459277, 0.5342045292693456
0.14791083881682077, 0.5341475033846842
0.15135612484362082, 0.5340877727494341
0.1548816618912481, 0.534024480948527
0.15848931924611134, 0.5339593507809309
0.16218100973589297, 0.5338894957981523
0.16595869074375605, 0.5338178950191116
0.16982436524617442, 0.5337411486990686
0.17378008287493754, 0.5336620986935773
0.1778279410038923, 0.5335781026921917
0.18197008586099836, 0.5334906804770784
0.18620871366628675, 0.5333990452687747
0.19054607179632474, 0.5333009628388097
0.19498445997580455, 0.5331994818234043
0.19952623149688797, 0.5330956370114904
0.20417379446695297, 0.5329842968929202
0.20892961308540392, 0.5328676089893726
0.2137962089502232, 0.5327453506475288
0.21877616239495523, 0.5326171211608814
0.22387211385683395, 0.5324825338068768
0.2290867652767773, 0.5323411811633602
0.2344228815319922, 0.532192716933733
0.23988329190194904, 0.5320351073963401
0.24547089156850305, 0.5318731772686425
0.251188643150958, 0.5317012692343328
0.2570395782768864, 0.5315208169226482
0.2630267991895382, 0.5313304096775204
0.2691534803926916, 0.5311327738518488
0.2754228703338166, 0.5309230271150694
0.28183829312644537, 0.5307036923886649
0.28840315031266056, 0.5304732629359199
0.29512092266663853, 0.5302308665214917
0.3019951720402016, 0.5299758541414739
0.30902954325135906, 0.5297077850021766
0.31622776601683794, 0.529426475170476
0.32359365692962827, 0.5291300649551339
0.3311311214825911, 0.5288184074981547
0.33884415613920255, 0.5284905978687571
0.3467368504525316, 0.5281456044840934
0.35481338923357547, 0.5277823528384983
0.36307805477010135, 0.5274001788542315
0.37153522909717257, 0.5269970602004104
0.3801893963205612, 0.5265739787539785
0.3890451449942806, 0.5261270469058201
0.3981071705534972, 0.5256565618600817
0.40738027780411273, 0.5251613414842549
0.4168693834703354, 0.5246387480545774
0.42657951880159267, 0.524087758361092
0.436515832240166, 0.5235065800935989
0.44668359215096315, 0.5228932901464306
0.457088189614875, 0.5222462938544694
0.4677351412871982, 0.5215629160848296
0.4786300923226383, 0.5208415689388506
0.4897788193684462, 0.5200802684533168
0.5011872336272722, 0.5192752003632779
0.5128613839913648, 0.5184245245353285
0.5248074602497725, 0.5175249019269027
0.5370317963702527, 0.5165738103410431
0.5495408738576245, 0.5155674650881775
0.5623413251903491, 0.514450192787496
0.5754399373371569, 0.5133041567471179
0.5888436553555889, 0.5121314260980977
0.6025595860743578, 0.5109011825689661
0.6165950018614822, 0.5095076013395026
0.6309573444801932, 0.5080815594332185
0.6456542290346555, 0.5066223007438193
0.660693448007596, 0.5049927577584861
0.6760829753919817, 0.5032685784526596
0.6918309709189365, 0.5015042378515719
0.7079457843841379, 0.49958984792070155
0.72443596007499, 0.4975162432979727
0.7413102413009175, 0.4953943382187733
0.7585775750291838, 0.4930971376499685
0.7762471166286917, 0.49061594198384073
