q-Value [nm^-1], Intensity [nm^-1]
0.831763771102671, 0.5247384526124397
0.8511380382023764, 0.5217031928679401
0.8709635899560807, 0.5184520633241619
0.8912509381337456, 0.5149689988787209
0.9120108393559098, 0.5112368678343032
0.933254300796991, 0.5072374468604038
0.954992586021436, 0.5029514079662314
0.9772372209558107, 0.4983583211308034
1.0, 0.4934366769069615
1.023292992280754, 0.48816393404933706
1.0471285480508996, 0.4825165979974375
1.0715193052376064, 0.4764703368491207
1.096478196143185, 0.47000014224815734
1.1220184543019633, 0.4630805433265793
1.1481536214968828, 0.45568588241117897
1.1748975549395295, 0.4477906615220437
1.202264434617413, 0.43936996862993516
1.2302687708123816, 0.4303999920400011
1.2589254117941673, 0.4208586299461741
1.288249551693134, 0.41072619994720094
1.318256738556407, 0.3999862499177103
1.3489628825916535, 0.38862646688638686
1.3803842646028848, 0.3766396743350126
1.4125375446227544, 0.3640249005336033
1.4454397707459274, 0.3507884912482592
1.4791083881682074, 0.3369452296831457
1.5135612484362082, 0.32251941539115836
1.5488166189124815, 0.3075458429596975
1.5848931924611136, 0.29207061171766413
1.62181009735893, 0.2761516909672757
1.6595869074375607, 0.2598591629443887
1.6982436524617444, 0.2432750694664557
1.7378008287493754, 0.22649279937569286
1.7782794100389228, 0.20961597317355804
1.8197008586099834, 0.19275680851092566
1.8620871366628675, 0.17603398413224575
1.9054607179632472, 0.159570057909843
1.9498445997580451, 0.1434885330675194
1.9952623149688795, 0.1279107011716345
2.041737944669529, 0.11295241644117299
2.0892961308540396, 0.09872096951394523
2.137962089502232, 0.08531222749709105
2.1877616239495525, 0.07280819034071016
2.2387211385683394, 0.06127508285077633
2.290867652767773, 0.05076206048933742
2.344228815319922, 0.04130056035995738
2.3988329190194904, 0.03290428187262715
2.4547089156850306, 0.025569739646166195
2.51188643150958, 0.019277298309734334
2.5703957827688635, 0.01399257756185149
2.6302679918953817, 0.009668107032500695
2.6915348039269156, 0.006245113582574135
2.7542287033381663, 0.0036553369753129206
2.8183829312644537, 0.001822791051323872
2.884031503126606, 0.0006654141345261465
2.9512092266663856, 9.658202389584958e-5
3.019951720402016, 2.648747346178335e-5
3.0902954325135905, 0.0003634195918955033
3.1622776601683795, 0.0010150030673134575
3.2359365692962827, 0.0018894780143455477
3.311311214825911, 0.0028971131274309198
3.3884415613920256, 0.003951843180598854
3.4673685045253166, 0.004973201372025422
3.548133892335755, 0.0058885724336214754
3.630780547701014, 0.006635721039777204
3.715352290971725, 0.007165454568385073
3.8018939632056115, 0.007444171234594523
3.890451449942806, 0.00745594631816096
3.9810717055349722, 0.007203751844718461
4.073802778041127, 0.006709421381159261
4.168693834703354, 0.006012083190890572
4.265795188015927, 0.005164988671231656
4.36515832240166, 0.004230923191702384
4.466835921509632, 0.00327664073924609
4.570881896148751, 0.0023669427497479373
4.677351412871983, 0.0015590756971108769
4.786300923226384, 0.0008980426516459988
4.897788193684462, 0.00041324644970934895
5.011872336272722, 0.00011666995657875253
5.1286138399136485, 2.617302168545599e-6
5.248074602497725, 4.8930505360037e-5
5.370317963702527, 0.0002195623776205502
5.495408738576246, 0.00046839429871531915
5.623413251903491, 0.0007441744364810827
5.7543993733715695, 0.000996351311168295
5.88843655355589, 0.0011813508370532094
6.025595860743578, 0.0012685218218397507
6.165950018614822, 0.0012446790692914763
6.309573444801933, 0.00111609958614608
6.456542290346556, 0.0009071472724990754
6.606934480075959, 0.0006554286685367056
6.760829753919817, 0.00040429985386687033
6.918309709189364, 0.00019428733531281323
7.079457843841379, 5.525509943825788e-5
7.244359600749901, 8.992401369026998e-7
7.413102413009175, 2.658361647943977e-5
7.5857757502918375, 0.0001109102217965548
7.762471166286917, 0.00022086341634220728
7.943282347242816, 0.0003197876353731156
8.128305161640993, 0.00037671308350036074
8.31763771102671, 0.0003747257324811483
8.511380382023766, 0.00031567624026712936
8.709635899560805, 0.00021918026975643106
8.912509381337454, 0.00011574207162249188
9.120108393559097, 3.617674499620417e-5
9.33254300796991, 1.05364611919637e-6
9.549925860214358, 1.3878812205062348e-5
9.772372209558107, 6.041721648251607e-5
10.0, 0.00011460888499561639
